step,value
99,1.3377680778503418
100,1.3388137817382812
101,1.3453022241592407
102,1.3399471044540405
103,1.3314229249954224
104,1.3441575765609741
105,1.3381274938583374
106,1.3406926393508911
107,1.336869239807129
108,1.338895320892334
109,1.3375657796859741
110,1.3248906135559082
111,1.342647910118103
112,1.3400908708572388
113,1.3401134014129639
114,1.3314157724380493
115,1.3315305709838867
116,1.3320763111114502
117,1.3448196649551392
118,1.3351836204528809
119,1.3488860130310059
120,1.33212411403656
121,1.3320552110671997
122,1.3341984748840332
123,1.3382441997528076
124,1.341974139213562
125,1.3197237253189087
126,1.3439817428588867
127,1.3415327072143555
128,1.339043378829956
129,1.3438619375228882
130,1.3419053554534912
131,1.331578016281128
132,1.3443472385406494
133,1.3439643383026123
134,1.3285731077194214
135,1.339725136756897
136,1.338483452796936
137,1.337981104850769
138,1.3420249223709106
139,1.3327374458312988
140,1.3482681512832642
141,1.3435122966766357
142,1.3388808965682983
143,1.340899109840393
144,1.341896891593933
145,1.339228868484497
146,1.3375447988510132
147,1.3311903476715088
148,1.3486275672912598
149,1.340401291847229
150,1.3352832794189453
151,1.338230013847351
152,1.345695972442627
153,1.3413053750991821
154,1.3499679565429688
155,1.334928274154663
156,1.3308932781219482
157,1.3280718326568604
158,1.3405088186264038
159,1.3379442691802979
160,1.342840313911438
161,1.330247163772583
162,1.3287990093231201
163,1.3269615173339844
164,1.3323715925216675
165,1.3289557695388794
166,1.323923110961914
167,1.3551067113876343
168,1.3366607427597046
169,1.3236876726150513
170,1.340744137763977
171,1.3512449264526367
172,1.3416736125946045
173,1.334285020828247
174,1.3359501361846924
175,1.3421515226364136
176,1.3330519199371338
177,1.3442832231521606
178,1.3387354612350464
179,1.3457179069519043
180,1.3452253341674805
181,1.3337397575378418
182,1.341174840927124
183,1.3517369031906128
184,1.3474047183990479
185,1.328007459640503
186,1.335466980934143
187,1.3422410488128662
188,1.3256940841674805
189,1.3284708261489868
190,1.3495113849639893
191,1.341132402420044
192,1.3525645732879639
193,1.322319507598877
194,1.3427326679229736
195,1.335058569908142
196,1.3397270441055298
197,1.337386131286621
198,1.3450311422348022
199,1.3374249935150146
200,1.3405306339263916
201,1.3180615901947021
202,1.3369596004486084
203,1.3394691944122314
204,1.3527365922927856
205,1.3387515544891357
206,1.3374605178833008
207,1.3398339748382568
208,1.3378065824508667
209,1.3286504745483398
210,1.3362740278244019
211,1.3401036262512207
212,1.3500562906265259
213,1.3315942287445068
214,1.3392162322998047
215,1.3256887197494507
216,1.321851134300232
217,1.334017038345337
218,1.3316212892532349
219,1.3393869400024414
220,1.324434757232666
221,1.3421462774276733
222,1.3332772254943848
223,1.33576500415802
224,1.3343706130981445
225,1.342782735824585
226,1.3322347402572632
227,1.3389707803726196
228,1.3372234106063843
229,1.3426876068115234
230,1.3381829261779785
231,1.3542554378509521
232,1.3404515981674194
233,1.3422082662582397
234,1.3276036977767944
235,1.3309242725372314
236,1.3402355909347534
237,1.3314415216445923
238,1.3251968622207642
239,1.3222706317901611
240,1.3459645509719849
241,1.3275641202926636
242,1.3439726829528809
243,1.327840805053711
244,1.3375216722488403
245,1.3384078741073608
246,1.3224729299545288
247,1.348244309425354
248,1.340885043144226
249,1.3416082859039307
250,1.334965467453003
251,1.338879942893982
252,1.3502801656723022
253,1.3506735563278198
254,1.3282557725906372
255,1.3512284755706787
256,1.3463627099990845
257,1.3393502235412598
258,1.3402127027511597
259,1.328986644744873
260,1.3416434526443481
261,1.3373727798461914
262,1.3242679834365845
263,1.340315580368042
264,1.3372762203216553
265,1.3400404453277588
266,1.3483479022979736
267,1.3354949951171875
268,1.3521922826766968
269,1.3249578475952148
270,1.3278908729553223
271,1.3473351001739502
272,1.3355375528335571
273,1.3388508558273315
274,1.3190542459487915
275,1.3271288871765137
276,1.3591177463531494
277,1.3256659507751465
278,1.3430918455123901
279,1.3312773704528809
280,1.3536170721054077
281,1.3474137783050537
282,1.3270376920700073
283,1.3309050798416138
284,1.3406591415405273
285,1.3383158445358276
286,1.3433865308761597
287,1.3470287322998047
288,1.3486286401748657
289,1.3402080535888672
290,1.3254280090332031
291,1.3228349685668945
292,1.3467143774032593
293,1.3459434509277344
294,1.333250641822815
295,1.3290526866912842
296,1.329309105873108
297,1.320737361907959
298,1.3432726860046387
299,1.3479716777801514
300,1.3402355909347534
301,1.3408578634262085
302,1.3318837881088257
303,1.3360434770584106
304,1.3450947999954224
305,1.344995141029358
306,1.3310003280639648
307,1.3470244407653809
308,1.3388022184371948
309,1.3358094692230225
310,1.3269248008728027
311,1.3346540927886963
312,1.3360663652420044
313,1.3273051977157593
314,1.3272305727005005
315,1.3392583131790161
316,1.3424195051193237
317,1.3394801616668701
318,1.3399914503097534
319,1.3304579257965088
320,1.3333896398544312
321,1.3249797821044922
322,1.3336999416351318
323,1.3286675214767456
324,1.3233261108398438
325,1.338722825050354
326,1.331997036933899
327,1.3142130374908447
328,1.3246272802352905
329,1.3309301137924194
330,1.336967945098877
331,1.3313145637512207
332,1.3284082412719727
333,1.3318228721618652
334,1.3267816305160522
335,1.3392833471298218
336,1.3369221687316895
337,1.3364651203155518
338,1.3275710344314575
339,1.3364074230194092
340,1.331860065460205
341,1.348988652229309
342,1.3418042659759521
343,1.3393340110778809
344,1.3300379514694214
345,1.3357857465744019
346,1.3415875434875488
347,1.3439260721206665
348,1.3422293663024902
349,1.341047763824463
350,1.3354216814041138
351,1.3385741710662842
352,1.3278264999389648
353,1.3175491094589233
354,1.3510178327560425
355,1.338623046875
356,1.3487650156021118
357,1.3381295204162598
358,1.3368079662322998
359,1.326122760772705
360,1.3387924432754517
361,1.3399162292480469
362,1.334671974182129
363,1.3279837369918823
364,1.3323391675949097
365,1.3417388200759888
366,1.3334170579910278
367,1.322026252746582
368,1.345705270767212
369,1.339706301689148
370,1.3394091129302979
371,1.3412666320800781
372,1.3215504884719849
373,1.33091402053833
374,1.3374390602111816
375,1.3331489562988281
376,1.3247039318084717
377,1.3464008569717407
378,1.3335988521575928
379,1.3389301300048828
380,1.3345946073532104
381,1.3370438814163208
382,1.3421469926834106
383,1.3469351530075073
384,1.3381049633026123
385,1.3393917083740234
386,1.3239738941192627
387,1.325919270515442
388,1.3414937257766724
389,1.3398133516311646
390,1.3296306133270264
391,1.3400260210037231
392,1.3401012420654297
393,1.3386738300323486
394,1.323398470878601
395,1.3196351528167725
396,1.345786452293396
397,1.340047836303711
398,1.3275455236434937
399,1.341231107711792
400,1.3349812030792236
401,1.3226630687713623
402,1.321695327758789
403,1.3446449041366577
404,1.3309191465377808
405,1.329005241394043
406,1.341790795326233
407,1.3419744968414307
408,1.3245004415512085
409,1.3328168392181396
410,1.334307074546814
411,1.3441354036331177
412,1.3383580446243286
413,1.326006531715393
414,1.3287497758865356
415,1.3360110521316528
416,1.334673523902893
417,1.3189001083374023
418,1.3324707746505737
419,1.333150863647461
420,1.3330094814300537
421,1.335760235786438
422,1.3302301168441772
423,1.3450583219528198
424,1.335572600364685
425,1.3209655284881592
426,1.3326385021209717
427,1.3410542011260986
428,1.33946692943573
429,1.334444522857666
430,1.3378063440322876
431,1.3326194286346436
432,1.3452422618865967
433,1.3446934223175049
434,1.325063705444336
435,1.3348954916000366
436,1.3246740102767944
437,1.3186136484146118
438,1.325256109237671
439,1.328049659729004
440,1.320521593093872
441,1.3491873741149902
442,1.3273653984069824
443,1.32430899143219
444,1.3330059051513672
445,1.3350105285644531
446,1.3348621129989624
447,1.3171427249908447
448,1.3423000574111938
449,1.3317002058029175
450,1.3372031450271606
451,1.3394718170166016
452,1.331028938293457
453,1.3383811712265015
454,1.340811014175415
455,1.3352081775665283
456,1.334410548210144
457,1.3282843828201294
458,1.333891749382019
459,1.3357124328613281
460,1.3352477550506592
461,1.3201351165771484
462,1.333794355392456
463,1.3325536251068115
464,1.3253368139266968
465,1.3321062326431274
466,1.3232078552246094
467,1.3270798921585083
468,1.3294649124145508
469,1.320314645767212
470,1.3424371480941772
471,1.3386846780776978
472,1.3461984395980835
473,1.333184003829956
474,1.3387638330459595
475,1.3346399068832397
476,1.327353596687317
477,1.329856276512146
478,1.3342994451522827
479,1.3345638513565063
480,1.3253072500228882
481,1.334768295288086
482,1.3386989831924438
483,1.3313019275665283
484,1.3396525382995605
485,1.3278727531433105
486,1.340204119682312
487,1.3380006551742554
488,1.3229637145996094
489,1.3318501710891724
490,1.3381016254425049
491,1.3333708047866821
492,1.3278961181640625
493,1.3207616806030273
494,1.3517228364944458
495,1.3337719440460205
496,1.3363862037658691
497,1.3420443534851074
498,1.3148757219314575
499,1.3265255689620972
500,1.3348309993743896
501,1.327510952949524
502,1.3396241664886475
503,1.3404641151428223
504,1.3373832702636719
505,1.3217275142669678
506,1.3380695581436157
507,1.3395705223083496
508,1.3134562969207764
509,1.32466459274292
510,1.3358783721923828
511,1.3408963680267334
512,1.333580493927002
513,1.3466506004333496
514,1.341976284980774
515,1.343321681022644
516,1.3428404331207275
517,1.3348509073257446
518,1.3231279850006104
519,1.3286830186843872
520,1.3475267887115479
521,1.3349047899246216
522,1.331406593322754
523,1.3354077339172363
524,1.32712721824646
525,1.3254241943359375
526,1.3415460586547852
527,1.3302834033966064
528,1.332505702972412
529,1.336526870727539
530,1.307435154914856
531,1.3345141410827637
532,1.3434123992919922
533,1.3242048025131226
534,1.337719440460205
535,1.317413568496704
536,1.3356183767318726
537,1.3344086408615112
538,1.339694619178772
539,1.3275939226150513
540,1.337859034538269
541,1.330492377281189
542,1.3293776512145996
543,1.3388960361480713
544,1.3395991325378418
545,1.3348935842514038
546,1.3198734521865845
547,1.343029499053955
548,1.3381693363189697
549,1.3338916301727295
550,1.3312228918075562
551,1.346335530281067
552,1.3447997570037842
553,1.3285679817199707
554,1.343673825263977
555,1.3408534526824951
556,1.3332479000091553
557,1.341062068939209
558,1.3380872011184692
559,1.3374799489974976
560,1.3296386003494263
561,1.3261594772338867
562,1.3379340171813965
563,1.3420406579971313
564,1.3306167125701904
565,1.3424938917160034
566,1.3256750106811523
567,1.3235021829605103
568,1.3293884992599487
569,1.3361823558807373
570,1.325221061706543
571,1.3379580974578857
572,1.339281678199768
573,1.3333932161331177
574,1.3377059698104858
575,1.3457788228988647
576,1.3233906030654907
577,1.33107590675354
578,1.320115089416504
579,1.341425895690918
580,1.3306963443756104
581,1.3198652267456055
582,1.3264341354370117
583,1.3324867486953735
584,1.3278944492340088
585,1.3219256401062012
586,1.3432937860488892
587,1.329793095588684
588,1.3436702489852905
589,1.3322784900665283
590,1.3436634540557861
591,1.3390856981277466
592,1.3373390436172485
593,1.3307422399520874
594,1.3279328346252441
595,1.318275809288025
596,1.3326921463012695
597,1.3240065574645996
598,1.3455719947814941
599,1.3460710048675537
600,1.3315002918243408
601,1.3396964073181152
602,1.3258036375045776
603,1.345668077468872
604,1.3344106674194336
605,1.3259490728378296
606,1.3378510475158691
607,1.3390792608261108
608,1.3305188417434692
609,1.3325468301773071
610,1.3370361328125
611,1.3220536708831787
612,1.3282215595245361
613,1.3330897092819214
614,1.3226990699768066
615,1.3359160423278809
616,1.3296600580215454
617,1.3443251848220825
618,1.321737289428711
619,1.3286464214324951
620,1.3390291929244995
621,1.3302847146987915
622,1.3289889097213745
623,1.3351736068725586
624,1.3366615772247314
625,1.3311655521392822
626,1.341003656387329
627,1.3382447957992554
628,1.331261157989502
629,1.3525983095169067
630,1.3407894372940063
631,1.342775821685791
632,1.32767653465271
633,1.3408671617507935
634,1.3309226036071777
635,1.3355989456176758
636,1.340001106262207
637,1.3314690589904785
638,1.336134433746338
639,1.3498210906982422
640,1.328999400138855
641,1.3205039501190186
642,1.3385403156280518
643,1.3323276042938232
644,1.335243582725525
645,1.3399510383605957
646,1.3278775215148926
647,1.3502253293991089
648,1.3409162759780884
649,1.325223445892334
650,1.3417414426803589
651,1.3383868932724
652,1.327643871307373
653,1.322265625
654,1.3393230438232422
655,1.3424203395843506
656,1.3316715955734253
657,1.3248134851455688
658,1.3379271030426025
659,1.331891417503357
660,1.324830412864685
661,1.3367743492126465
662,1.342923641204834
663,1.3385387659072876
664,1.3322492837905884
665,1.3301560878753662
666,1.3168107271194458
667,1.3464748859405518
668,1.33024001121521
669,1.3336827754974365
670,1.3271539211273193
671,1.3306622505187988
672,1.3220854997634888
673,1.3354167938232422
674,1.3421460390090942
675,1.3368335962295532
676,1.324114203453064
677,1.3405064344406128
678,1.3425734043121338
679,1.321510910987854
680,1.3226994276046753
681,1.3332676887512207
682,1.3244929313659668
683,1.330147385597229
684,1.3388832807540894
685,1.3354694843292236
686,1.3379244804382324
687,1.3415923118591309
688,1.3388595581054688
689,1.3368951082229614
690,1.3192640542984009
691,1.3263576030731201
692,1.3272169828414917
693,1.3195359706878662
694,1.3319222927093506
695,1.3239893913269043
696,1.3088438510894775
697,1.3260115385055542
698,1.3254947662353516
699,1.3303700685501099
700,1.3310577869415283
701,1.3227483034133911
702,1.331942081451416
703,1.3276984691619873
704,1.3425230979919434
705,1.326638102531433
706,1.3379846811294556
707,1.3290679454803467
708,1.345249891281128
709,1.334177851676941
710,1.3434875011444092
711,1.345402717590332
712,1.3268007040023804
713,1.3260276317596436
714,1.3319061994552612
715,1.3340520858764648
716,1.3336139917373657
717,1.3269023895263672
718,1.3429509401321411
719,1.3407975435256958
720,1.3377095460891724
721,1.332673192024231
722,1.3234657049179077
723,1.3351269960403442
724,1.3300870656967163
725,1.334394097328186
726,1.324678897857666
727,1.33736252784729
728,1.3263312578201294
729,1.356464147567749
730,1.341232180595398
731,1.311897873878479
732,1.3301160335540771
733,1.3396437168121338
734,1.3347452878952026
735,1.3287137746810913
736,1.3171955347061157
737,1.3386236429214478
738,1.33456552028656
739,1.3380459547042847
740,1.3322094678878784
741,1.3288042545318604
742,1.334252953529358
743,1.3335782289505005
744,1.329383373260498
745,1.3278169631958008
746,1.335159420967102
747,1.3334683179855347
748,1.3235946893692017
749,1.3346943855285645
750,1.3383495807647705
751,1.3397623300552368
752,1.3315162658691406
753,1.3319655656814575
754,1.3204935789108276
755,1.3363474607467651
756,1.341538906097412
757,1.3294309377670288
758,1.3385272026062012
759,1.333638072013855
760,1.3313714265823364
761,1.3354603052139282
762,1.310710072517395
763,1.3390965461730957
764,1.3357385396957397
765,1.3417009115219116
766,1.3310049772262573
767,1.3246879577636719
768,1.3397431373596191
769,1.336647868156433
770,1.3187381029129028
771,1.336484670639038
772,1.3289154767990112
773,1.326134443283081
774,1.3317785263061523
775,1.3262242078781128
776,1.3303442001342773
777,1.3284584283828735
778,1.3260115385055542
779,1.338241696357727
780,1.3309317827224731
781,1.320038914680481
782,1.3335423469543457
783,1.340132236480713
784,1.3321300745010376
785,1.3321970701217651
786,1.3422247171401978
787,1.3308422565460205
788,1.3342008590698242
789,1.3417162895202637
790,1.339869737625122
791,1.3320579528808594
792,1.3421474695205688
793,1.3260254859924316
794,1.3482471704483032
795,1.3474371433258057
796,1.3354003429412842
797,1.3491473197937012
798,1.3432148694992065
799,1.3364434242248535
800,1.3337870836257935
801,1.3450076580047607
802,1.3269237279891968
803,1.3346303701400757
804,1.328648567199707
805,1.3297076225280762
806,1.334125280380249
807,1.3460352420806885
808,1.3417587280273438
809,1.3334311246871948
810,1.3413598537445068
811,1.319759488105774
812,1.3198217153549194
813,1.339321494102478
814,1.3308613300323486
815,1.3355153799057007
816,1.328313946723938
817,1.3251317739486694
818,1.3354167938232422
819,1.3311876058578491
820,1.3219414949417114
821,1.3278088569641113
822,1.3272712230682373
823,1.3333810567855835
824,1.3340562582015991
825,1.3269829750061035
826,1.3323063850402832
827,1.3079711198806763
828,1.3463600873947144
829,1.328208088874817
830,1.3189789056777954
831,1.343489408493042
832,1.331527829170227
833,1.3305567502975464
834,1.3247065544128418
835,1.3306770324707031
836,1.3202091455459595
837,1.3377827405929565
838,1.3365304470062256
839,1.3453532457351685
840,1.330113172531128
841,1.341787576675415
842,1.3438962697982788
843,1.3443129062652588
844,1.3308916091918945
845,1.3414384126663208
846,1.3292016983032227
847,1.3312609195709229
848,1.3402917385101318
849,1.3282846212387085
850,1.3311270475387573
851,1.337570309638977
852,1.3402546644210815
853,1.3417972326278687
854,1.3289124965667725
855,1.3374121189117432
856,1.329049825668335
857,1.3490239381790161
858,1.3385634422302246
859,1.3378636837005615
860,1.3411628007888794
861,1.3287049531936646
862,1.3217573165893555
863,1.3336119651794434
864,1.3349201679229736
865,1.329789400100708
866,1.3343677520751953
867,1.3333407640457153
868,1.3193624019622803
869,1.332095742225647
870,1.3460639715194702
871,1.3232920169830322
872,1.3283045291900635
873,1.3389043807983398
874,1.342664122581482
875,1.3398778438568115
876,1.3194862604141235
877,1.3289176225662231
878,1.299715280532837
879,1.3302475214004517
880,1.3228858709335327
881,1.3394265174865723
882,1.338432788848877
883,1.3435521125793457
884,1.3411439657211304
885,1.3351682424545288
886,1.3390979766845703
887,1.321394681930542
888,1.3232052326202393
889,1.3315019607543945
890,1.325160026550293
891,1.3204959630966187
892,1.328352451324463
893,1.3286336660385132
894,1.3449585437774658
895,1.3367656469345093
896,1.2946627140045166
897,1.3435932397842407
898,1.3246756792068481
899,1.3286830186843872
900,1.3333357572555542
901,1.3308005332946777
902,1.3315598964691162
903,1.3406425714492798
904,1.3395103216171265
905,1.3389662504196167
906,1.3152968883514404
907,1.3312097787857056
908,1.3348387479782104
909,1.3345799446105957
910,1.3389806747436523
911,1.3308594226837158
912,1.3370649814605713
913,1.3428285121917725
914,1.335577130317688
915,1.3340511322021484
916,1.3480452299118042
917,1.3346847295761108
918,1.316216230392456
919,1.337694525718689
920,1.3185003995895386
921,1.3424324989318848
922,1.3312039375305176
923,1.3192325830459595
924,1.3339335918426514
925,1.3331096172332764
926,1.3188642263412476
927,1.329566478729248
928,1.3263686895370483
929,1.3253881931304932
930,1.32846999168396
931,1.3303741216659546
932,1.3357714414596558
933,1.331830620765686
934,1.3406425714492798
935,1.3244826793670654
936,1.3352843523025513
937,1.3316727876663208
938,1.341806411743164
939,1.3388478755950928
940,1.320926308631897
941,1.325394630432129
942,1.3357081413269043
943,1.31294584274292
944,1.3118994235992432
945,1.3279439210891724
946,1.3209078311920166
947,1.3145670890808105
948,1.3460464477539062
949,1.3374590873718262
950,1.3427586555480957
951,1.3149898052215576
952,1.3374923467636108
953,1.3448487520217896
954,1.3495177030563354
955,1.329118251800537
956,1.3258885145187378
957,1.3419610261917114
958,1.3200323581695557
959,1.341173768043518
960,1.325278878211975
961,1.3269201517105103
962,1.3484126329421997
963,1.3481643199920654
964,1.3281922340393066
965,1.32731294631958
966,1.3259716033935547
967,1.3285051584243774
968,1.3251839876174927
969,1.3292698860168457
970,1.319293737411499
971,1.320381999015808
972,1.3535041809082031
973,1.3280290365219116
974,1.3309898376464844
975,1.3418833017349243
976,1.3321183919906616
977,1.3284187316894531
978,1.3219947814941406
979,1.327620267868042
980,1.3363112211227417
981,1.3362805843353271
982,1.330556869506836
983,1.3320870399475098
984,1.3357009887695312
985,1.338348388671875
986,1.3259048461914062
987,1.3274288177490234
988,1.3385497331619263
989,1.3219166994094849
990,1.3362035751342773
991,1.3080556392669678
992,1.3270846605300903
993,1.3377904891967773
994,1.3186018466949463
995,1.3444404602050781
996,1.3332149982452393
997,1.3331961631774902
998,1.3365576267242432
999,1.3222897052764893
1000,1.326992392539978
1001,1.333256721496582
1002,1.3366525173187256
1003,1.3322675228118896
1004,1.3377195596694946
1005,1.339959979057312
1006,1.3500863313674927
1007,1.3314919471740723
1008,1.334974765777588
1009,1.3201862573623657
1010,1.3266146183013916
1011,1.3355299234390259
1012,1.3476951122283936
1013,1.3325237035751343
1014,1.3291720151901245
1015,1.3384666442871094
1016,1.327644944190979
1017,1.3388779163360596
1018,1.327982783317566
1019,1.3414967060089111
1020,1.3290387392044067
1021,1.330627679824829
1022,1.321306824684143
1023,1.3393054008483887
1024,1.3455792665481567
1025,1.3298062086105347
1026,1.335204839706421
1027,1.3393901586532593
1028,1.3167544603347778
1029,1.3301035165786743
1030,1.3252938985824585
1031,1.3410133123397827
1032,1.32823646068573
1033,1.324067234992981
1034,1.3341504335403442
1035,1.3361625671386719
1036,1.347705364227295
1037,1.3396681547164917
1038,1.3203566074371338
1039,1.3305344581604004
1040,1.3450642824172974
1041,1.338063359260559
1042,1.3390517234802246
1043,1.3316189050674438
1044,1.3390214443206787
1045,1.3324909210205078
1046,1.3302079439163208
1047,1.3326231241226196
1048,1.3171014785766602
1049,1.3129942417144775
1050,1.3320764303207397
1051,1.310255765914917
1052,1.3346662521362305
1053,1.3393384218215942
1054,1.3405004739761353
1055,1.3383698463439941
1056,1.3227207660675049
1057,1.3345922231674194
1058,1.3298507928848267
1059,1.3205333948135376
1060,1.3260842561721802
1061,1.3176217079162598
1062,1.3331904411315918
1063,1.3324536085128784
1064,1.3328063488006592
1065,1.3158010244369507
1066,1.343105673789978
1067,1.3302303552627563
1068,1.329984426498413
1069,1.3250778913497925
1070,1.3282272815704346
1071,1.3263508081436157
1072,1.3342187404632568
1073,1.332993745803833
1074,1.3288841247558594
1075,1.3182368278503418
1076,1.3427008390426636
1077,1.3467035293579102
1078,1.3166685104370117
1079,1.3290226459503174
1080,1.3397306203842163
1081,1.3267459869384766
1082,1.3263146877288818
1083,1.3299492597579956
1084,1.336660385131836
1085,1.3210121393203735
1086,1.3290565013885498
1087,1.3399778604507446
1088,1.341522455215454
1089,1.3470271825790405
1090,1.3273571729660034
1091,1.3359041213989258
1092,1.3269281387329102
1093,1.3271539211273193
1094,1.3277734518051147
1095,1.3320218324661255
1096,1.338080883026123
1097,1.3367804288864136
1098,1.3394575119018555
1099,1.3272861242294312
1100,1.3274632692337036
1101,1.3258981704711914
1102,1.330435872077942
1103,1.3319512605667114
1104,1.3340768814086914
1105,1.3276917934417725
1106,1.3374704122543335
1107,1.319610595703125
1108,1.3314248323440552
1109,1.3400704860687256
1110,1.3191492557525635
1111,1.3350600004196167
1112,1.3244611024856567
1113,1.2916724681854248
1114,1.3316837549209595
1115,1.3434538841247559
1116,1.339768648147583
1117,1.346314549446106
1118,1.318086862564087
1119,1.3282512426376343
1120,1.3247562646865845
1121,1.3162617683410645
1122,1.3192392587661743
1123,1.3447524309158325
1124,1.3344812393188477
1125,1.3319069147109985
1126,1.3108091354370117
1127,1.3306145668029785
1128,1.3189961910247803
1129,1.3340476751327515
1130,1.3319224119186401
1131,1.3337337970733643
1132,1.3372942209243774
1133,1.3263684511184692
1134,1.328324794769287
1135,1.3393089771270752
1136,1.334612488746643
1137,1.3356640338897705
1138,1.3272004127502441
1139,1.3367278575897217
1140,1.3258079290390015
1141,1.3299683332443237
1142,1.3242300748825073
1143,1.3298567533493042
1144,1.3358653783798218
1145,1.3356332778930664
1146,1.3300857543945312
1147,1.3304299116134644
1148,1.312494158744812
1149,1.3270014524459839
1150,1.3354568481445312
1151,1.33283269405365
1152,1.3365370035171509
1153,1.323039174079895
1154,1.3385461568832397
1155,1.3316869735717773
1156,1.3254432678222656
1157,1.3337969779968262
1158,1.3389695882797241
1159,1.3296672105789185
1160,1.334456205368042
1161,1.3235899209976196
1162,1.3460320234298706
1163,1.3359652757644653
1164,1.319624423980713
1165,1.3305935859680176
1166,1.3333313465118408
1167,1.320059061050415
1168,1.3357611894607544
1169,1.3393676280975342
1170,1.3339834213256836
1171,1.3369154930114746
1172,1.3214905261993408
1173,1.3346675634384155
1174,1.3317527770996094
1175,1.3224157094955444
1176,1.326610803604126
1177,1.3403410911560059
1178,1.3326069116592407
1179,1.2795331478118896
1180,1.3308486938476562
1181,1.3357892036437988
1182,1.3264150619506836
1183,1.327204704284668
1184,1.3298511505126953
1185,1.3407829999923706
1186,1.3275911808013916
1187,1.3339635133743286
1188,1.337084412574768
1189,1.3338048458099365
1190,1.3413745164871216
1191,1.3448160886764526
1192,1.3268629312515259
1193,1.3253225088119507
1194,1.3265916109085083
1195,1.3351396322250366
1196,1.3375540971755981
1197,1.3328074216842651
1198,1.3333879709243774
1199,1.3295719623565674
1200,1.3293912410736084
1201,1.3248189687728882
1202,1.3387516736984253
1203,1.3345757722854614
1204,1.3349684476852417
1205,1.311051845550537
1206,1.3262434005737305
1207,1.3391947746276855
1208,1.3450859785079956
1209,1.3275625705718994
1210,1.3365617990493774
1211,1.3289977312088013
1212,1.3175809383392334
1213,1.3460952043533325
1214,1.328891396522522
1215,1.3190419673919678
1216,1.3282862901687622
1217,1.3277603387832642
1218,1.3200803995132446
1219,1.3403842449188232
1220,1.3390724658966064
1221,1.336637258529663
1222,1.3287556171417236
1223,1.3356728553771973
1224,1.3202087879180908
1225,1.3243502378463745
1226,1.3316558599472046
1227,1.3375376462936401
1228,1.3376963138580322
1229,1.3170067071914673
1230,1.3149008750915527
1231,1.3268733024597168
1232,1.3488852977752686
1233,1.3308122158050537
1234,1.322123408317566
1235,1.3381311893463135
1236,1.3286312818527222
1237,1.3233872652053833
1238,1.331726312637329
1239,1.3366246223449707
1240,1.3315421342849731
1241,1.3329294919967651
1242,1.3350156545639038
1243,1.343979001045227
1244,1.3386685848236084
1245,1.3216519355773926
1246,1.3258869647979736
1247,1.3250728845596313
1248,1.3459863662719727
1249,1.3099504709243774
1250,1.3322829008102417
1251,1.3296955823898315
1252,1.3255354166030884
1253,1.3416273593902588
1254,1.3231405019760132
1255,1.3434953689575195
1256,1.3362678289413452
1257,1.3338261842727661
1258,1.3333700895309448
1259,1.33643639087677
1260,1.3413654565811157
1261,1.3425027132034302
1262,1.344459056854248
1263,1.3488024473190308
1264,1.341957449913025
1265,1.3361666202545166
1266,1.329458236694336
1267,1.3390132188796997
1268,1.3309667110443115
1269,1.3210088014602661
1270,1.3356727361679077
1271,1.340169906616211
1272,1.329424500465393
